SampleID	Sample_ID	short_name	sample_names	sample_names	order_treatment	orvion_sample_names	primerpairname	filtration_volume_ml	elution_volume_ul	DNA_concentration	sample_nr	wetland_sample	CW_number	CW_section	MF_number	linked_redox_sensor	CW_number_CW_section	CW_number_MF_number	sampling_date	date	season_meterological	sample_depth_information	timepoint	timepoint_MF_number	timepoint_sample_depth_information	time_continuous	obs_well	Nanobubbles_On	chloride_mg_l	cyanide_total	phosphorus_total	oxygen	temperature	redoxpot	pH	EGV3	Frontpump_flowrate		DOC	TOC	benzene_ug_l	benzene_mmol_e_l	toluene_ug_l	toluene_mmol_e_l	ethylbenzene_ug_l	ethylbenzene_mmol_e_l	o_xylene_ug_l	o_xylene_mmol_e_l	pm_xylene_ug_l	pm_xylene_mmol_e_l	xylene_ug_l	xylene_mmol_e_l	concentration_BTEX_ug_l	concentration_BTEX_mmol_e_l	naphthalene_VOC_ug_l	naphthalene_VOC_mmol_e_l	naphthalene_PAH_ug_l	naphthalene_PAH_mmol_e_l	acenaphthylene_ug_l	acenaphthylene_mmol_e_l	acenaphthene_ug_l	acenaphthene_mmol_e_l	fluorene_ug_l	fluorene_mmol_e_l	phenanthrene_ug_l	phenanthrene_mmol_e_l	anthracene_ug_l	anthracene_mmol_e_l	fluoranthene_ug_l	fluoranthene_mmol_e_l	pyrene_ug_l	pyrene_mmol_e_l	Sum_water_soluble_PAHs_ug_l	Sum_water_soluble_PAHs_no_napthalene_ug_l	Sum_water_soluble_PAHs_mmol_e_l	Sum_water_soluble_PAHs_no_napthalene_mmol_e_l	fraction_C10-C12	fraction_C12-C22	fraction_C30-C40	total_C10-C40	iron2_mg_l	iron2_measured_mmoles_l	iron2_measured_electron_acceptor_capacity_mmol_e	manganese2_mg_l	manganese2__measured_mmoles_l	manganese2_electron_acceptor_capacity_mmol_e_l	sulfate_mg_l	sulfate_measured_mmoles_l	sulfate_electron_acceptor_capacity_mmol_e	sulfate_consumption_relative_to_influent	sulfate_consumption_percentage_relative_to_influent	sulfate_consumption_relative_to_influent_mmols_e_l	sulfate_consumption_relative_to_influent_mmols_e_l_no_negatives	sulfate_consumption_1D_flow_mg_l	sulfate_consumption_percentage_1D_flow_relative_to_previous_sample	sulfate_consumption_1D_flow_mmols_e_l	sulfate_consumption_1D_flow_mmols_e_l_no_negatives	iron2_PRECIPITATED_due_to_sulfate_reduction_mg_l_Sulfate_relative_To_Influent	iron2_PRECIPITATED_due_to_sulfate_mg_l_Sulfate_relative_To_Influent_NO_NEGATIVES	iron2_TOTAL_mg_l_Sulfate_relative_To_Influent	iron2_TOTAL_mmoles_l__Sulfate_relative_To_Influent	iron2_TOTAL_mmoles_e_l__Sulfate_relative_To_Influent	iron2_PRECIPITATED_due_to_sulfate_reduction_mg_l_Sulfate_relative_To_1D_flow	iron2_PRECIPITATED_due_to_sulfate_mg_l_Sulfate_relative_To_1D_flow_NO_NEGATIVES	iron2_TOTAL_mg_l_sulfate_relative_to_1D_flow	iron2_TOTAL_mmoles_l_sulfate_relative_to_1D_flow	iron2_TOTAL_mmoles_e_l__sulfate_relative_to_1D_flow	Soluble_electron_acceptor_capacity_present_mmol_e_l	combined_TOTAL_reduced_metals_mg_l_1D_flow	combined_total_reduced_metals_mmol_e_l_1D_flow	electron_acceptor_capacity_mmol_e_consumed_rel_to_influent	electron_acceptor_capacity_mmol_e_consumed_rel_to_influent_contribution_manganese2	electron_acceptor_capacity_mmol_e_consumed_rel_to_influent_contribution_iron2	electron_acceptor_capacity_mmol_e_consumed_rel_to_influent_contribution_sulfate	electron_acceptor_capacity_mmol_e_consumed_rel_to_1D_flow	electron_acceptor_capacity_mmol_e_consumed_rel_to_1D_flow_contribution_manganese2	electron_acceptor_capacity_mmol_e_consumed_rel_to_1D_flow_contribution_iron2	electron_acceptor_capacity_mmol_e_consumed_rel_to_1D_flow_contribution_sulfate	electron_donor_acceptor_balance_BTEXN_acceptors_consumed_relative_to_influent	electron_donor_acceptor_balance_BTEXN_acceptors_consumed_relative_to_1D_flow	electron_donor_acceptor_balance_BTEXN_PAH_acceptors_consumed_relative_to_influent	electron_donor_acceptor_balance_BTEXN_PAH_acceptors_consumed_relative_to_1D_flow	electron_capacity_balance_influent	electron_balance_1D_flow	dominant_electron_acceptor_species_influent	dominant_electron_acceptor_species_1D_flow
CW_103	CW_103	CW1MF05_4	CW1MF05_4_April_2025	CW1MF05_4_April_2025	103	S8703	515F806R	150	65	6,25	14280168-004	Wetland	CW_1	Section_2	MF05	CW1S2-1	CW_1_Section_2	CW_1_MF05	2025-04-15	15/04/2025	Spring	0.15-0.30	T4	T4_MF05	T4_0.15-0.30	4	CW1_MF05	no	67	NA	1,2	5,5	13,9	-108	7,18	435	0,2	0,01	11	12	380	0,145948022	1	0,00039071	300	0,118677593	110	0,043515117	85	0,033625318	195		882,00	0,27	2400	0,898806273	16	0,005992042	0,1	3,67961E-05	0,11	4,13722E-05	0,08	2,984E-05	0,04	1,48123E-05	0,01	3,70308E-06	0,01	3,65884E-06	0,002	7,31768E-07	16,352	0,352	0,006122956	0,000130914	3300	40	2.5	3400	8,2	0,146821844	0,146821844	2,5	0,04551247	0,091024941	15	0,156152405	1,249219238	72	82,75862069	5,996252342	5,996252342	32	68,08510638	2,665001041	2,665001041	41,85384135	41,85384135	50,05384135	0,896219183	0,896219183	18,60170727	18,60170727	26,80170727	0,479887328	0,479887328	1,249219238	29,30170727	0,570912269	6,983496466	0,013034293	0,128333878	0,858631829	3,23591331	0,028129598	0,148300428	0,823569974	-5,82	-2,07	-5,82	-2,07	Sufficient Capacity	Sufficient Capacity	Sulfate Dominant electron acceptor	Sulfate Dominant electron acceptor
CW_104	CW_104	CW1MF06_4	CW1MF06_4_April_2025	CW1MF06_4_April_2025	104	S8704	515F806R	150	65	5,5	14280168-005	Wetland	CW_1	Section_2	MF06	CW1S2-3-4	CW_1_Section_2	CW_1_MF06	2025-04-15	15/04/2025	Spring	0.60-0.80	T4	T4_MF06	T4_0.60-0.80	4	CW1_MF06	no	69	NA	0,85	0,56	14	-137	7,29	1080	0,2	0,01	11	12	290	0,111381385	1	0,00039071	280	0,110765753	75	0,029669398	60	0,023735519	135		712,00	0,22	1400	0,524303659	2800	1,048607318	63	0,023181549	210	0,078983205	53	0,019768981	13	0,004814004	1,4	0,000518431	0,06	2,1953E-05	0,04	1,46354E-05	3140,5	340,5	1,175910077	0,127302759	3800	1300	2.5	5100	0,5	0,008952551	0,008952551	0,9	0,016384489	0,032768979	58	0,603789298	4,830314387	29	33,33333333	2,415157193	2,415157193	19	24,67532468	1,582344368	1,582344368	16,85779721	16,85779721	17,35779721	0,310793146	0,310793146	11,04476369	11,04476369	11,54476369	0,206710182	0,206710182	4,830314387	12,44476369	0,239479161	2,758719318	0,01187833	0,112658488	0,875463182	1,821823529	0,017986912	0,11346334	0,868549748	-2,01	-1,07	-1,88	-0,95	Sufficient Capacity	Sufficient Capacity	Sulfate Dominant electron acceptor	Sulfate Dominant electron acceptor
CW_105	CW_105	CW1MF09_4	CW1MF09_4_April_2025	CW1MF09_4_April_2025	105	S8705	515F806R	150	65	6,9	14280168-006	Wetland	CW_1	Section_3	MF09	CW1S3-1	CW_1_Section_3	CW_1_MF09	2025-04-15	15/04/2025	Spring	0.15-0.30	T4	T4_MF09	T4_0.15-0.30	4	CW1_MF09	no	62	NA	1,1	4,63	13,8	-101	7,01	749	0,2	0,01	11	11	270	0,10369991	0,5	0,000195355	290	0,114721673	110	0,043515117	100	0,039559198	210		773,50	0,22	1300	0,486853398	980	0,367012561	0,31	0,000114068	0,79	0,000297127	0,29	0,00010817	0,18	6,66554E-05	0,03	1,11092E-05	0,01	3,65884E-06	0,002	7,31768E-07	981,612	1,612	0,367614082	0,00060152	2000	25	2.5	2000	8,7	0,155774396	0,155774396	1,2	0,021845986	0,043691972	23	0,239433687	1,915469498	64	73,56321839	5,330002082	5,330002082	-8	-53,33333333	-0,66625026	0	37,20341453	37,20341453	45,90341453	0,821905363	0,821905363	-4,650426817	0	8,7	0,155774396	0,155774396	1,915469498	9,9	0,199466367	6,195599417	0,007052098	0,132659539	0,860288363	0,199466367	0,219044304	0,780955696	0	-5,49	0,51	-5,49	0,51	Sufficient Capacity	Insufficient Capacity	Sulfate Dominant electron acceptor	Manganese Dominant electron acceptor
CW_106	CW_106	CW1MF10_4	CW1MF10_4_April_2025	CW1MF10_4_April_2025	106	S8706	515F806R	150	65	4	14280168-007	Wetland	CW_1	Section_3	MF10	CW1S3-3-4	CW_1_Section_3	CW_1_MF10	2025-04-15	15/04/2025	Spring	0.60-0.80	T4	T4_MF10	T4_0.60-0.80	4	CW1_MF10	no	69	NA	0,57	0,22	14,1	-148	7,08	802	0,2	0,01	11	12	260	0,099859173	1	0,00039071	230	0,090986154	70	0,027691438	62	0,024526702	132		629,00	0,19	1800	0,674104705	2400	0,898806273	89	0,032748538	120	0,04513326	30	0,011189989	0,72	0,000266622	0,52	0,00019256	0,03	1,09765E-05	0,002	7,31768E-07	2640,272	240,272	0,98834895	0,089542677	4200	1300	2.5	5500	0,8	0,014324082	0,014324082	1,1	0,020025487	0,040050974	61	0,635019779	5,080158234	26	29,88505747	2,165313346	2,165313346	-3	-5,172413793	-0,249843848	0	15,11388715	15,11388715	15,91388715	0,284939788	0,284939788	-1,743910056	0	0,8	0,014324082	0,014324082	5,080158234	1,9	0,054375056	2,490304108	0,016082764	0,114419675	0,86949756	0,054375056	0,736568873	0,263431127	0	-1,62	0,81	-1,54	0,90	Sufficient Capacity	Insufficient Capacity	Sulfate Dominant electron acceptor	Iron Dominant electron acceptor
CW_107	CW_107	CW2MF01_4	CW2MF01_4_April_2025	CW2MF01_4_April_2025	107	S8707	515F806R	150	65	5,2	14280780-002	Wetland	CW_2	Section_1	MF01	CW2S1-1	CW_2_Section_1	CW_2_MF01	2025-04-15	15/04/2025	Spring	0.15-0.30	T4	T4_MF01	T4_0.15-0.30	4	CW2_MF01	yes	67	NA	0,89	4,44	14,1	-65	7,18	708	0,2	0,01	11	11	390	0,149788759	2	0,00078142	240	0,094942074	62	0,024526702	68	0,026900254	130		774,00	0,25	2800	1,048607318	600	0,224701568	4	0,001471844	5	0,001880552	0,07	2,611E-05	0,05	1,85154E-05	0,01	3,70308E-06	0,001	3,65884E-07	0,002	7,31768E-07	609,133	9,133	0,228103391	0,003401823	5300	570	2.5	5900	3,3	0,05908684	0,05908684	1,2	0,021845986	0,043691972	54	0,562148657	4,497189257	33	37,93103448	2,748282324	2,748282324	33	37,93103448	2,748282324	2,748282324	19,18301062	19,18301062	22,48301062	0,40256062	0,40256062	19,18301062	19,18301062	22,48301062	0,40256062	0,40256062	4,497189257	23,68301062	0,446252591	3,194534915	0,013677099	0,126015408	0,860307493	3,194534915	0,013677099	0,126015408	0,860307493	-1,90	-1,90	-1,90	-1,90	Sufficient Capacity	Sufficient Capacity	Sulfate Dominant electron acceptor	Sulfate Dominant electron acceptor
CW_108	CW_108	CW2MF02_4	CW2MF02_4_April_2025	CW2MF02_4_April_2025	108	S8708	515F806R	150	65	5,75	14280780-003	Wetland	CW_2	Section_1	MF02	CW2S1-3-4	CW_2_Section_1	CW_2_MF02	2025-04-15	15/04/2025	Spring	0.60-0.80	T4	T4_MF02	T4_0.60-0.80	4	CW2_MF02	yes	66	NA	0,71	0,41	14,2	-85	7,33	890	0,2	0,01	10	11	220	0,084496223	13	0,005079227	190	0,075162475	69	0,027295846	96	0,03797683	165		588,00	0,16	1400	0,524303659	3800	1,423109932	130	0,047834943	140	0,05265547	65	0,024244977	35	0,012960781	5,3	0,001962633	1,2	0,000439061	1	0,000365884	4177,5	377,5	1,56357368	0,140463747	5600	2100	2.5	7700	0,3	0,005371531	0,005371531	0,7	0,012743492	0,025486983	76	0,791172184	6,329377472	11	12,64367816	0,916094108	0,916094108	11	12,64367816	0,916094108	0,916094108	6,394336873	6,394336873	6,694336873	0,119862791	0,119862791	6,394336873	6,394336873	6,694336873	0,119862791	0,119862791	6,329377472	7,394336873	0,145349774	1,061443882	0,024011616	0,112924284	0,863064099	1,061443882	0,024011616	0,112924284	0,863064099	-0,37	-0,37	-0,23	-0,23	Sufficient Capacity	Sufficient Capacity	Sulfate Dominant electron acceptor	Sulfate Dominant electron acceptor
CW_109	CW_109	CW2MF05_4	CW2MF05_4_April_2025	CW2MF05_4_April_2025	109	S8709	515F806R	150	65	19,85	14280780-004	Wetland	CW_2	Section_2	MF05	CW2S2-1	CW_2_Section_2	CW_2_MF05	2025-04-15	15/04/2025	Spring	0.15-0.30	T4	T4_MF05	T4_0.15-0.30	4	CW2_MF05	yes	63	NA	1,6	5,88	14,2	-29	7,08	436	0,1	0,01	18	18	61	0,023428498	0,83	0,000324289	12	0,004747104	5,4	0,002136197	3,4	0,001345013	8,8		82,63	0,03	15	0,005617539	5,6	0,002097215	0,01	3,67961E-06	0,01	3,7611E-06	0,005	1,865E-06	0,001	3,70308E-07	0,001	3,70308E-07	0,001	3,65884E-07	0,002	7,31768E-07	5,63	0,03	0,002108359	1,1144E-05	2,5	2,5	2.5	50	10	0,17905103	0,17905103	8,6	0,156562898	0,313125796	6,2	0,064542994	0,516343952	80,8	92,87356322	6,729127629	6,729127629	47,8	88,51851852	3,980845305	3,980845305	46,96931085	46,96931085	56,96931085	1,020041376	1,020041376	27,78630023	27,78630023	37,78630023	0,676567596	0,676567596	0,516343952	46,38630023	0,989693392	8,062294801	0,038838297	0,12651998	0,834641724	4,970538697	0,06299635	0,136115547	0,800888102	-8,03	-4,94	-8,03	-4,94	Sufficient Capacity	Sufficient Capacity	Sulfate Dominant electron acceptor	Sulfate Dominant electron acceptor
CW_110	CW_110	CW2MF06_4	CW2MF06_4_April_2025	CW2MF06_4_April_2025	110	S8710	515F806R	150	65	6,5	14280780-005	Wetland	CW_2	Section_2	MF06	CW2S2-3-4	CW_2_Section_2	CW_2_MF06	2025-04-15	15/04/2025	Spring	0.60-0.80	T4	T4_MF06	T4_0.60-0.80	4	CW2_MF06	yes	66	NA	0,87	0,42	14,2	-55	7,11	780	0,2	0,01	11	11	350	0,13442581	4,3	0,001680052	250	0,098897994	100	0,039559198	81	0,03204295	181		785,30	0,24	1500	0,561753921	2000	0,749005227	74	0,027229121	60	0,02256663	23	0,008578992	5,9	0,002184817	1,2	0,00044437	0,13	4,75649E-05	0,1	3,65884E-05	2164,33	164,33	0,810093311	0,061088083	2900	790	2.5	3700	5,7	0,102059087	0,102059087	2,6	0,047332969	0,094665938	42	0,437226733	3,497813866	45	51,72413793	3,747657714	3,747657714	34	44,73684211	2,831563606	2,831563606	26,15865084	26,15865084	31,85865084	0,570432423	0,570432423	19,76431397	19,76431397	25,46431397	0,455941163	0,455941163	3,497813866	28,06431397	0,550607102	4,412756076	0,021452792	0,129268968	0,84927824	3,382170708	0,027989699	0,134807259	0,837203042	-3,62	-2,59	-3,55	-2,52	Sufficient Capacity	Sufficient Capacity	Sulfate Dominant electron acceptor	Sulfate Dominant electron acceptor
CW_111	CW_111	CW2MF09_4	CW2MF09_4_April_2025	CW2MF09_4_April_2025	111	S8711	515F806R	150	65	7,8	14280780-006	Wetland	CW_2	Section_3	MF09	CW2S3-1	CW_2_Section_3	CW_2_MF09	2025-04-15	15/04/2025	Spring	0.15-0.30	T4	T4_MF09	T4_0.15-0.30	4	CW2_MF09	yes	67	NA	1,5	6,52	14,1	-25	6,99	743	0,1	0,01	11	12	470	0,180514659	0,5	0,000195355	320	0,126589432	82	0,032438542	90	0,035603278	172		965,50	0,31	820	0,307092143	930	0,348287431	0,15	5,51942E-05	0,23	8,65054E-05	0,11	4,103E-05	0,07	2,59216E-05	0,01	3,70308E-06	0,01	3,65884E-06	0,002	7,31768E-07	930,582	0,582	0,348504176	0,000216745	1400	2,5	2.5	1400	11	0,196956132	0,196956132	3,5	0,063717459	0,127434917	0,5	0,00520508	0,041640641	86,5	99,42528736	7,203830939	7,203830939	5,7	91,93548387	0,47470331	0,47470331	50,28273995	50,28273995	61,28273995	1,097273768	1,097273768	3,313429107	3,313429107	14,31342911	0,256283422	0,256283422	0,041640641	17,81342911	0,383718339	8,428539624	0,015119454	0,130185515	0,854695031	0,858421649	0,14845259	0,298551909	0,552995501	-7,81	-0,24	-7,81	-0,24	Sufficient Capacity	Sufficient Capacity	Sulfate Dominant electron acceptor	Sulfate Dominant electron acceptor
CW_112	CW_112	CW2MF10_4	CW2MF10_4_April_2025	CW2MF10_4_April_2025	112	S8712	515F806R	150	65	4,4	14280780-007	Wetland	CW_2	Section_3	MF10	CW2S3-3-4	CW_2_Section_3	CW_2_MF10	2025-04-15	15/04/2025	Spring	0.60-0.80	T4	T4_MF10	T4_0.60-0.80	4	CW2_MF10	yes	65	NA	0,52	1,36	14,2	-27	7,02	721	0,2	0,01	9,9	10	290	0,111381385	1	0,00039071	230	0,090986154	50	0,019779599	50	0,019779599	100		627,00	0,20	1300	0,486853398	2300	0,861356012	130	0,047834943	86	0,032345503	34	0,012681988	2,2	0,000814678	1,8	0,000666554	0,14	5,12237E-05	0,07	2,56119E-05	2554,21	254,21	0,955776513	0,094420501	3500	1000	2.5	4500	1,4	0,025067144	0,025067144	1,5	0,027307482	0,054614965	39	0,405996252	3,247970019	48	55,17241379	3,997501562	3,997501562	3	7,142857143	0,249843848	0,249843848	27,9025609	27,9025609	29,3025609	0,52466537	0,52466537	1,743910056	1,743910056	3,143910056	0,056292033	0,056292033	3,247970019	4,643910056	0,110906998	4,576781896	0,011933049	0,114636306	0,873430645	0,360750845	0,151392478	0,156041307	0,692566215	-3,89	0,33	-3,79	0,42	Sufficient Capacity	Insufficient Capacity	Sulfate Dominant electron acceptor	Sulfate Dominant electron acceptor
CW_113	CW_113	CW3MF01_4	CW3MF01_4_April_2025	CW3MF01_4_April_2025	113	S8713	515F806R	150	65	14,1	14281821-002	Wetland	CW_3	Section_1	MF01	CW3S1-1	CW_3_Section_1	CW_3_MF01	2025-04-15	16/04/2025	Spring	0.15-0.30	T4	T4_MF01	T4_0.15-0.30	4	CW3_MF01	no	68	NA	1,9	1,06	14	-52	6,91	682	0,2	0,01	13	14	490	0,188196134	4,2	0,001640981	410	0,16219271	210	0,083074315	130	0,051426957	340		1244,20	0,35	460	0,172271202	670	0,250916751	4	0,001471844	4	0,001504442	2	0,000745999	0,4	0,000148123	0,4	0,000148123	0,4	0,000146354	0,8	0,000292707	682	12	0,255374344	0,004457593	690	2,5	2.5	710	14	0,250671441	0,250671441	4,3	0,078281449	0,156562898	0,5	0,00520508	0,041640641	86,5	99,42528736	7,203830939	7,203830939	86,5	99,42528736	7,203830939	7,203830939	50,28273995	50,28273995	64,28273995	1,150989077	1,150989077	50,28273995	50,28273995	64,28273995	1,150989077	1,150989077	0,041640641	68,58273995	1,307551975	8,511382914	0,018394531	0,135229385	0,846376084	8,511382914	0,018394531	0,135229385	0,846376084	-7,99	-7,99	-7,98	-7,98	Sufficient Capacity	Sufficient Capacity	Sulfate Dominant electron acceptor	Sulfate Dominant electron acceptor
CW_114	CW_114	CW3MF02_4	CW3MF02_4_April_2025	CW3MF02_4_April_2025	114	S8714	515F806R	150	65	6,2	14281821-003	Wetland	CW_3	Section_1	MF02	CW3S1-3-4	CW_3_Section_1	CW_3_MF02	2025-04-15	16/04/2025	Spring	0.60-0.80	T4	T4_MF02	T4_0.60-0.80	4	CW3_MF02	no	70	NA	0,74	0,6	13,8	-88	7,01	744	0,2	0,01	12	14	560	0,215081296	5	0,001953549	520	0,205707827	170	0,067250636	180	0,071206556	350		1465,00	0,42	4800	1,797612546	4300	1,610361239	4	0,001471844	290	0,109072045	66	0,024617976	36	0,013331089	0,4	0,000148123	0,4	0,000146354	0,8	0,000292707	4697,6	397,6	1,759441377	0,149080138	6000	2000	2.5	8000	0,3	0,005371531	0,005371531	0,9	0,016384489	0,032768979	67	0,697480741	5,57984593	20	22,98850575	1,665625651	1,665625651	20	22,98850575	1,665625651	1,665625651	11,62606704	11,62606704	11,92606704	0,213537458	0,213537458	11,62606704	11,62606704	11,92606704	0,213537458	0,213537458	5,57984593	12,82606704	0,246306437	1,911932088	0,017139196	0,111686738	0,871174066	1,911932088	0,017139196	0,111686738	0,871174066	0,31	0,31	0,46	0,46	Insufficient Capacity	Insufficient Capacity	Sulfate Dominant electron acceptor	Sulfate Dominant electron acceptor
CW_115	CW_115	CW3MF05_4	CW3MF05_4_April_2025	CW3MF05_4_April_2025	115	S8715	515F806R	150	65	16,2	14281821-004	Wetland	CW_3	Section_2	MF05	CW3S2-1	CW_3_Section_2	CW_3_MF05	2025-04-15	16/04/2025	Spring	0.15-0.30	T4	T4_MF05	T4_0.15-0.30	4	CW3_MF05	no	65	NA	0,015	2,11	14,1	-3,8	6,81	694	0,2	0,01	1,4	1,6	0,89	0,000341826	0,02	7,8142E-06	1,8	0,000712066	0,72	0,000284826	0,52	0,000205708	1,24		4,07	0,00	9,6	0,003595225	1100	0,411952875	4	0,001471844	4	0,001504442	2	0,000745999	0,4	0,000148123	0,001	3,70308E-07	0,001	3,65884E-07	0,002	7,31768E-07	1110,404	10,404	0,415824752	0,003871877	2,5	2,5	2.5	5	0,9	0,016114593	0,016114593	6,6	0,120152922	0,240305844	68	0,707890902	5,663127212	19	21,83908046	1,582344368	1,582344368	-67,5	-13500	-5,621486571	0	11,04476369	11,04476369	11,94476369	0,213872224	0,213872224	-39,23797626	0	0,9	0,016114593	0,016114593	5,663127212	7,5	0,256420436	2,036522436	0,117998132	0,105018349	0,776983519	0,256420436	0,937155584	0,062844416	0	-2,03	-0,25	-2,03	-0,25	Sufficient Capacity	Sufficient Capacity	Sulfate Dominant electron acceptor	Iron Dominant electron acceptor
CW_116	CW_116	CW3MF06_4	CW3MF06_4_April_2025	CW3MF06_4_April_2025	116	S8716	515F806R	150	65	8,75	14281821-005	Wetland	CW_3	Section_2	MF06	CW3S2-3-4	CW_3_Section_2	CW_3_MF06	2025-04-15	16/04/2025	Spring	0.60-0.80	T4	T4_MF06	T4_0.60-0.80	4	CW3_MF06	no	70	NA	0,98	0,45	14,1	-61	7,18	722	NA	0,01	10	12	470	0,180514659	25	0,009767745	410	0,16219271	140	0,055382877	140	0,055382877	280		1185,00	0,35	2700	1,011157057	8100	3,033471171	150	0,055194165	550	0,206860774	180	0,067139935	120	0,044436963	16	0,005924928	5,6	0,002048949	0,8	0,000292707	9122,4	1022,4	3,415369594	0,381898423	4000	1500	2.5	5500	0,3	0,005371531	0,005371531	0,8	0,014563991	0,029127981	70	0,728711222	5,829689777	17	19,54022989	1,415781803	1,415781803	-3	-4,47761194	-0,249843848	0	9,882156985	9,882156985	10,18215699	0,182312569	0,182312569	-1,743910056	0	0,3	0,005371531	0,005371531	5,829689777	1,1	0,034499512	1,627222353	0,017900431	0,112039125	0,870060444	0,034499512	0,84430125	0,15569875	0	-0,26	1,33	0,12	1,71	Insufficient Capacity	Insufficient Capacity	Sulfate Dominant electron acceptor	Iron Dominant electron acceptor
CW_117	CW_117	CW3MF09_4	CW3MF09_4_April_2025	CW3MF09_4_April_2025	117	S8717	515F806R	150	65	12,3	14281821-006	Wetland	CW_3	Section_3	MF09	CW3S3-1	CW_3_Section_3	CW_3_MF09	2025-04-15	16/04/2025	Spring	0.15-0.30	T4	T4_MF09	T4_0.15-0.30	4	CW3_MF09	no	66	NA	1,8	2,32	14	-30	6,91	705	0,1	0,01	13	14	340	0,130585072	1,7	0,000664207	80	0,031647358	31	0,012263351	12	0,004747104	43		464,70	0,16	7,8	0,00292112	5,3	0,001984864	0,01	3,67961E-06	0,01	3,7611E-06	0,005	1,865E-06	0,01	3,70308E-06	0,001	3,70308E-07	0,001	3,65884E-07	0,002	7,31768E-07	5,339	0,039	0,001999341	1,44768E-05	2,5	2,5	2.5	5	20	0,358102059	0,358102059	4,2	0,07646095	0,152921901	0,5	0,00520508	0,041640641	86,5	99,42528736	7,203830939	7,203830939	67,5	99,26470588	5,621486571	5,621486571	50,28273995	50,28273995	70,28273995	1,258419695	1,258419695	39,23797626	39,23797626	59,23797626	1,060662064	1,060662064	0,041640641	63,43797626	1,213583964	8,615172534	0,0177503	0,146070167	0,836179532	6,835070535	0,022373127	0,155179388	0,822447485	-8,45	-6,67	-8,45	-6,67	Sufficient Capacity	Sufficient Capacity	Sulfate Dominant electron acceptor	Sulfate Dominant electron acceptor
CW_118	CW_118	CW3MF10_4	CW3MF10_4_April_2025	CW3MF10_4_April_2025	118	S8718	515F806R	150	65	5,5	14281821-007	Wetland	CW_3	Section_3	MF10	CW3S3-3-4	CW_3_Section_3	CW_3_MF10	2025-04-15	16/04/2025	Spring	0.60-0.80	T4	T4_MF10	T4_0.60-0.80	4	CW3_MF10	no	69	NA	0,73	0,43	14	-47	7,09	772	0,2	0,01	12	12	680	0,261170145	1	0,00039071	530	0,209663747	130	0,051426957	93	0,036790054	223		1440,00	0,47	2800	1,048607318	3500	1,310759148	4	0,001471844	280	0,10531094	60	0,022379978	27	0,009998317	0,4	0,000148123	0,4	0,000146354	0,8	0,000292707	3872,6	372,6	1,450507411	0,139748263	4100	1400	2.5	5500	0,4	0,007162041	0,007162041	1,1	0,020025487	0,040050974	57	0,593379138	4,747033104	30	34,48275862	2,498438476	2,498438476	13	18,57142857	1,082656673	1,082656673	17,43910056	17,43910056	17,83910056	0,319410932	0,319410932	7,556943577	7,556943577	7,956943577	0,142469894	0,142469894	4,747033104	9,056943577	0,182520868	2,857900382	0,014014125	0,111764194	0,874221681	1,265177541	0,031656406	0,112608618	0,855734976	-1,34	0,25	-1,20	0,39	Sufficient Capacity	Insufficient Capacity	Sulfate Dominant electron acceptor	Sulfate Dominant electron acceptor
CW_119	CW_119	CWinf_5	CWinf_5_June_2025	CWinf_5_June_2025	119	S9050	515F806R	150	65	5	14316878-001	INF	CW_0	Section_0	INF	NA	CW_0_Section_0	CW_0_INF	2025-06-16	17/06/2025	Summer	INF	T5	T5_INF	T5_INF	5	INFLOW	no	68	NA	0,78	NA	NA	NA	NA	NA	NA	0,01	18	88	650	0,249647932	180	0,070327762	800	0,31647358	270	0,106809833	450	0,178016389	720		2350,00	0,64	5700	2,134664898	7600	2,846219864	1500	0,551941652	1700	0,639387848	1800	0,67139935	4000	1,481232116	1200	0,444369635	1300	0,475648949	1700	0,622002472	20800	13200	7,732201886	4,885982022	9100	5600	2.5	15000	20	0,358102059	0,358102059	1,7	0,03094848	0,06189696	79	0,822402665	6,57922132	0	0	0	0	0	0	0	0	0	0	20	0,358102059	0,358102059	0	0	20	0,358102059	0,358102059	6,57922132	21,7	0,419999019	0,419999019	0,147374058	0,852625942	0	0,419999019	0,147374058	0,852625942	0	2,35	2,35	7,24	7,24	Insufficient Capacity	Insufficient Capacity	Manganese Dominant electron acceptor	Manganese Dominant electron acceptor
