SampleID	Sample_ID	Sample_Names	Orvion_Sample_Names	CW_Section	CW_Number	CW_Number_Section	CW_Number_MF_number	MF_number	Wetland_Sample	Linked_redox_Sensor	Sample_depth	Sample_depth_information	Primerpairname	Short_Name	Sample_or_Control	Timepoint	Timepoint_Sample_depth_information	Sampling_Date	Season_Meterological	Filtration_Volume_ml	Elution_Volume_ul	DNA_concentration	Order_Treatment	sample_nr	obs_well	date	DOC	TOC	benzene_ug_l	benzene_mmol_e_l	toluene_ug_l	toluene_mmol_e_l	ethylbenzene_ug_l	ethylbenzene_mmol_e_l	o_xylene_ug_l	o_xylene_mmol_e_l	pm_xylene_ug_l	pm_xylene_mmol_e_l	xylene_ug_l	xylene_mmol_e_l	concentration_BTEX_ug_l	concentration_BTEX_mmol_e_l	naphthalene_VOC_ug_l	naphthalene_VOC_mmol_e_l	phenol	m_cresol	o_cresol	p_cresol	cresol	2_ethylphenol	3_ethylphenol	24_dimethylphenol	25_dimethylphenol	3,5+2,3-dimethylphenol+4-ethylphenol	26_dimethylphenol	34_dimethylphenol	c2_alkylphenols_total	235_trimethylphenol	345_trimethylphenol	2_isopropylphenol	c3_alkylphenols_total	thymol	p_[tert]butylphenol	c4_alkylphenols_total	naphthalene_PAH_ug_l	acenaphthylene_ug_l	acenaphthene_ug_l	fluorene_ug_l	phenanthrene_ug_l	anthracene_ug_l	fluoranthene_ug_l	pyrene_ug_l	naphthalene_PAH_mmol_e_l	acenaphthylene_mmol_e_l	acenaphthene_mmol_e_l	fluorene_mmol_e_l	phenanthrene_mmol_e_l	anthracene_mmol_e_l	fluoranthene_mmol_e_l	pyrene_mmol_e_l	benzo[a]anthracene	chrysene	benzo[b]fluoranthene	benzo[k]fluoranthene	benzo[a]pyrene		dibenz[a,h]anthracene	benzo[ghi]perylene	indeno[1,2,3-cd]pyrene	Sum_water_soluble_PAHs_ug_l	Sum_water_soluble_PAHs_no_napthalene_ug_l	Sum_water_soluble_PAHs_mmol_e_l	Sum_water_soluble_PAHs_no_napthalene_mmol_e_l	PAH_total_16_ug	fraction_C10-C12	fraction_C12-C22	fraction_C22-C30	fraction_C30-C40	total_C10-C40	Electron_Donor_Load	Total_Electron_Acceptor_Capacity	chloride_mg_l	nitrite_mg_l	nitrite_N_mg_l	nitrate_mg_l	iron2_precipated_due_to_sulfate_reduction_mg_l_Sulfate_relative_To_Influent	iron2_precipated_due_to_sulfate_reduction_no_negative_values_mg_l_Sulfate_relative_To_Influent	iron2_mg_l	iron2_measured_mmoles_l	iron2_measured_electron_acceptor_capacity_mmol_e	total_iron2_mg_l_Sulfate_relative_To_Influent	iron2_total_mmoles_l__Sulfate_relative_To_Influent	iron2_total_electron_acceptor_capacity_mmol_e__Sulfate_relative_To_Influent	iron2_precipated_due_to_sulfate_reduction_mg_l_Sulfate_relative_To_1D_Flow	iron2_precipated_due_to_sulfate_reduction_no_negative_values_mg_l_Sulfate_relative_To_1D_Flow	total_iron2_mg_l_Sulfate_relative_To_1D_Flow	iron2_total_mmoles_l__Sulfate_relative_To_1D_Flow	iron2_total_electron_acceptor_capacity_mmol_e__Sulfate_relative_To_1D_Flow	manganese2_mg_l	manganese2_mmoles_l	manganese2_electron_acceptor_capacity_mmol_e_l	Ratio_iron2_manganese2_in_mmoles_l	Ratio_iron2_to_manganese2_in_mmoles_e_l	combined_total_reduced_metals_mg_l	combined_total_reduced_metals_mmol_e_l	cyanide_total	phosphorus_total	nitrate_consumption_relative_to_influent	nitrate_N_mg_l	nitrate_mmoles_l	nitrate_electron_acceptor_capacity_mmol_e	sulfate_consumption_relative_to_influent	sulfate_consumption_percentage_relative_to_influent	sulfate_consumption_relative_to_influent_mmols_e_l	sulfate_consumption_1D_flow_mg_l	sulfate_consumption_percentage_1D_flow_relative_to_previous_sample	sulfate_consumption_1D_flow_mmols_e_l	sulfate_consumption_1D_flow_mmols_e_l_no_negatives	sulfate_mg_l	sulfate_mmoles_l	sulfate_electron_acceptor_capacity_mmol_e	combined_remaining_soluble_electron_acceptor_capacity	total_electron_acceptor_capacity_consumed_mmol_e_l_relative_To_Influent	electron_acceptor_relative_contribution_manganse_Sulfate_relative_To_Influent	electron_acceptor_relative_contribution_iron_Sulfate_relative_To_Influent	electron_acceptor_relative_contribution_sulfate_Sulfate_relative_To_Influent	total_electron_acceptor_capacity_consumed_mmols_e_l_Sulfate_relative_To_1D_Flow	electron_acceptor_relative_contribution_manganse_Sulfate_relative_To_1D_Flow	electron_acceptor_relative_contribution_iron_Sulfate_relative_To_1D_Flow	electron_acceptor_relative_contribution_sulfate_Sulfate_relative_To_1D_Flow	oxygen	temperature	redoxpot	pH	EGV3	Frontpump_flowrate		electron_acceptor_donor_balance_BTEXN_minus_total_e_acceptors_consumed_relative_to_influent	electron_acceptor_donor_balance_BTXN_PAH_e_acceptors_consumed_relative_to_influent	electron_acceptor_donor_balance_BTXN_PAH_e_acceptors_consumed_relative_to_1D_flow	electron_acceptor_donor_balance_BTXN_PAH_e_acceptors_consumed_relative_to_1D_flow
CW_110	CW_110	CW2MF06_4_April_2025	S8710	Section_2	CW_2	CW_2_Section_2	CW_2_MF06	MF06	Wetland	CW2S2-3-4	0.60-0.80	0.60-0.80	515F806R	CW2MF06_4	True Sample	T4	T4_0.60-0.80	2025-04-15	Spring	150	65	6,5	110	14280780-005	CW2_MF06	15/04/2025	11	11	350	0,13442581	4,3	0,001680052	250	0,098897994	100	0,039559198	81	0,03204295	181		785,30	0,24	1500	0,561753921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2000	74	60	23	5,9	1,2	0,13	0,1	0,749005227	0,027229121	0,02256663	0,008578992	0,002184817	0,00044437	4,75649E-05	3,65884E-05	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	2164,33	164,33	0,810093311	0,061088083	2100	2900	790	2.5	2.5	3700	2.885		66	0.03	0.01	0.075	26,15865084	26,15865084	5,7	0,102059087	0,102059087	31,85865084	0,570432423	0,570432423	19,76431397	19,76431397	25,46431397	0,455941163	0,455941163	2,6	0,047332969	0,094665938	12,05148193	6,025740964	34,45865084	0,665098362	NA	0.87	1	0,017	0,000274194	0,001370968	45	51,72	3,747657714	34	44,74	2,831563606	2,831563606	42	0,437226733	3,497813866	3,499184834	4,41	0,021452792	0,129268968	0,84927824	3,38	13,48072592	2,798969852	83,72030423	0.42	14.2	-55	7.11	780	0.2	0.01	-3,62	-3,55	-2,59	-2,52
CW_111	CW_111	CW2MF09_4_April_2025	S8711	Section_3	CW_2	CW_2_Section_3	CW_2_MF09	MF09	Wetland	CW2S3-1	0.15-0.30	0.15-0.30	515F806R	CW2MF09_4	True Sample	T4	T4_0.15-0.30	2025-04-15	Spring	150	65	7,8	111	14280780-006	CW2_MF09	15/04/2025	11	12	470	0,180514659	0,5	0,000195355	320	0,126589432	82	0,032438542	90	0,035603278	172		965,50	0,31	820	0,307092143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	930	0,15	0,23	0,11	0,07	0,01	0,01	0,002	0,348287431	5,51942E-05	8,65054E-05	4,103E-05	2,59216E-05	3,70308E-06	3,65884E-06	7,31768E-07	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	930,582	0,582	0,348504176	0,000216745	930	1400	2.5	2.5	2.5	1400	1.896		67	0.03	0.01	0.075	50,28273995	50,28273995	11	0,196956132	0,196956132	61,28273995	1,097273768	1,097273768	3,313429107	3,313429107	14,31342911	0,256283422	0,256283422	3,5	0,063717459	0,127434917	17,22092802	8,610464012	64,78273995	1,224708685	NA	1.5	1	0,017	0,000274194	0,001370968	86,5	99,43	7,203830939	5,7	91,94	0,47470331	0,47470331	0,5	0,00520508	0,041640641	0,043011609	8,43	0,015119454	0,130185515	0,854695031	0,86	29,85519086	14,845259	55,29955014	6.52	14.1	-25	6.99	743	0.1	0.01	-7,81	-7,81	-0,24	-0,24
CW_112	CW_112	CW2MF10_4_April_2025	S8712	Section_3	CW_2	CW_2_Section_3	CW_2_MF10	MF10	Wetland	CW2S3-3-4	0.60-0.80	0.60-0.80	515F806R	CW2MF10_4	True Sample	T4	T4_0.60-0.80	2025-04-15	Spring	150	65	4,4	112	14280780-007	CW2_MF10	15/04/2025	9,9	10	290	0,111381385	1	0,00039071	230	0,090986154	50	0,019779599	50	0,019779599	100		627,00	0,20	1300	0,486853398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2300	130	86	34	2,2	1,8	0,14	0,07	0,861356012	0,047834943	0,032345503	0,012681988	0,000814678	0,000666554	5,12237E-05	2,56119E-05	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	2554,21	254,21	0,955776513	0,094420501	2500	3500	1000	2.5	2.5	4500	3.127		65	0.03	0.01	0.075	27,9025609	27,9025609	1,4	0,025067144	0,025067144	29,3025609	0,52466537	0,52466537	1,743910056	1,743910056	3,143910056	0,056292033	0,056292033	1,5	0,027307482	0,054614965	19,21324584	9,60662292	30,8025609	0,579280334	NA	0.52	1	0,017	0,000274194	0,001370968	48	55,17	3,997501562	3	7,14	0,249843848	0,249843848	39	0,405996252	3,247970019	3,249340986	4,58	0,011933049	0,114636306	0,873430645	0,36	15,60413065	15,13924782	69,25662152	1.36	14.2	-27	7.02	721	0.2	0.01	-3,89	-3,79	0,33	0,42
CW_113	CW_113	CW3MF01_4_April_2025	S8713	Section_1	CW_3	CW_3_Section_1	CW_3_MF01	MF01	Wetland	CW3S1-1	0.15-0.30	0.15-0.30	515F806R	CW3MF01_4	True Sample	T4	T4_0.15-0.30	2025-04-15	Spring	150	65	14,1	113	14281821-002	CW3_MF01	16/04/2025	13	14	490	0,188196134	4,2	0,001640981	410	0,16219271	210	0,083074315	130	0,051426957	340		1244,20	0,35	460	0,172271202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	670	4	4	2	0,4	0,4	0,4	0,8	0,250916751	0,001471844	0,001504442	0,000745999	0,000148123	0,000148123	0,000146354	0,000292707	0,4	0,4	0,8	0,4	0,4		0,8	0,4	0,4	682	12	0,255374344	0,004457593	670	690	2.5	2.5	2.5	710	1.914		68	0.03	0.01	0.075	50,28273995	50,28273995	14	0,250671441	0,250671441	64,28273995	1,150989077	1,150989077	50,28273995	50,28273995	64,28273995	1,150989077	1,150989077	4,3	0,078281449	0,156562898	14,70321628	7,35160814	68,58273995	1,307551975	NA	1.9	1	0,017	0,000274194	0,001370968	86,5	99,43	7,203830939	86,5	99,43	7,203830939	7,203830939	0,5	0,00520508	0,041640641	0,043011609	8,51	0,018394531	0,135229385	0,846376084	8,51	13,5229385	1,839453116	84,63760838	1.06	14	-52	6.91	682	0.2	0.01	-7,99	-7,98	-7,99	-7,98
CW_114	CW_114	CW3MF02_4_April_2025	S8714	Section_1	CW_3	CW_3_Section_1	CW_3_MF02	MF02	Wetland	CW3S1-3-4	0.60-0.80	0.60-0.80	515F806R	CW3MF02_4	True Sample	T4	T4_0.60-0.80	2025-04-15	Spring	150	65	6,2	114	14281821-003	CW3_MF02	16/04/2025	12	14	560	0,215081296	5	0,001953549	520	0,205707827	170	0,067250636	180	0,071206556	350		1465,00	0,42	4800	1,797612546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4300	4	290	66	36	0,4	0,4	0,8	1,610361239	0,001471844	0,109072045	0,024617976	0,013331089	0,000148123	0,000146354	0,000292707	0,4	0,4	0,8	0,4	0,4		0,8	0,4	0,4	4697,6	397,6	1,759441377	0,149080138	4700	6000	2000	2.5	2.5	8000	6.165		70	0.03	0.01	0.075	11,62606704	11,62606704	0,3	0,005371531	0,005371531	11,92606704	0,213537458	0,213537458	11,62606704	11,62606704	11,92606704	0,213537458	0,213537458	0,9	0,016384489	0,032768979	13,03290287	6,516451433	12,82606704	0,246306437	NA	0.74	1	0,017	0,000274194	0,001370968	20	22,99	1,665625651	20	22,99	1,665625651	1,665625651	67	0,697480741	5,57984593	5,581216897	1,91	0,017139196	0,111686738	0,871174066	1,91	11,1686738	1,713919595	87,1174066	0.6	13.8	-88	7.01	744	0.2	0.01	0,31	0,46	0,31	0,46
CW_115	CW_115	CW3MF05_4_April_2025	S8715	Section_2	CW_3	CW_3_Section_2	CW_3_MF05	MF05	Wetland	CW3S2-1	0.15-0.30	0.15-0.30	515F806R	CW3MF05_4	True Sample	T4	T4_0.15-0.30	2025-04-15	Spring	150	65	16,2	115	14281821-004	CW3_MF05	16/04/2025	1,4	1,6	0,89	0,000341826	0,02	7,8142E-06	1,8	0,000712066	0,72	0,000284826	0,52	0,000205708	1,24		4,07	0,00	9,6	0,003595225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1100	4	4	2	0,4	0,001	0,001	0,002	0,411952875	0,001471844	0,001504442	0,000745999	0,000148123	3,70308E-07	3,65884E-07	7,31768E-07	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	1110,404	10,404	0,415824752	0,003871877	1100	2.5	2.5	2.5	2.5	5	1.104		65	0.03	0.01	0.075	11,04476369	11,04476369	0,9	0,016114593	0,016114593	11,94476369	0,213872224	0,213872224	-39,23797626		0,9	0,016114593	0,016114593	6,6	0,120152922	0,240305844	1,780000188	0,890000094	18,54476369	0,454178067	NA	0.015	1	0,017	0,000274194	0,001370968	19	21,84	1,582344368	-67,5	-13500,00	-5,621486571		68	0,707890902	5,663127212	5,66449818	2,04	0,117998132	0,105018349	0,776983519	0,26	6,284441631	93,71555837	0	2.11	14.1	-3.8	6.81	694	0.2	0.01	-2,03	-2,03	-0,25	-0,25
CW_116	CW_116	CW3MF06_4_April_2025	S8716	Section_2	CW_3	CW_3_Section_2	CW_3_MF06	MF06	Wetland	CW3S2-3-4	0.60-0.80	0.60-0.80	515F806R	CW3MF06_4	True Sample	T4	T4_0.60-0.80	2025-04-15	Spring	150	65	8,75	116	14281821-005	CW3_MF06	16/04/2025	10	12	470	0,180514659	25	0,009767745	410	0,16219271	140	0,055382877	140	0,055382877	280		1185,00	0,35	2700	1,011157057	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8100	150	550	180	120	16	5,6	0,8	3,033471171	0,055194165	0,206860774	0,067139935	0,044436963	0,005924928	0,002048949	0,000292707	0,4	0,4	0,8	0,4	0,4		0,8	0,4	0,4	9122,4	1022,4	3,415369594	0,381898423	9100	4000	1500	2.5	2.5	5500	10.285		70	0.03	0.01	0.075	9,882156985	9,882156985	0,3	0,005371531	0,005371531	10,18215699	0,182312569	0,182312569	-1,743910056		0,3	0,005371531	0,005371531	0,8	0,014563991	0,029127981	12,51803678	6,259018389	10,98215699	0,21144055	NA	0.98	1	0,017	0,000274194	0,001370968	17	19,54	1,415781803	-3	-4,48	-0,249843848		70	0,728711222	5,829689777	5,831060745	1,63	0,017900431	0,112039125	0,870060444	0,03	15,569875	84,430125	0	0.45	14.1	-61	7.18	722	NA	0.01	-0,26	0,12	1,33	1,71
CW_117	CW_117	CW3MF09_4_April_2025	S8717	Section_3	CW_3	CW_3_Section_3	CW_3_MF09	MF09	Wetland	CW3S3-1	0.15-0.30	0.15-0.30	515F806R	CW3MF09_4	True Sample	T4	T4_0.15-0.30	2025-04-15	Spring	150	65	12,3	117	14281821-006	CW3_MF09	16/04/2025	13	14	340	0,130585072	1,7	0,000664207	80	0,031647358	31	0,012263351	12	0,004747104	43		464,70	0,16	7,8	0,00292112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5,3	0,01	0,01	0,005	0,01	0,001	0,001	0,002	0,001984864	3,67961E-06	3,7611E-06	1,865E-06	3,70308E-06	3,70308E-07	3,65884E-07	7,31768E-07	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	5,339	0,039	0,001999341	1,44768E-05	5,3	2.5	2.5	2.5	2.5	5	470		66	0.03	0.01	0.075	50,28273995	50,28273995	20	0,358102059	0,358102059	70,28273995	1,258419695	1,258419695	39,23797626	39,23797626	59,23797626	1,060662064	1,060662064	4,2	0,07646095	0,152921901	16,45833187	8,229165933	74,48273995	1,411341595	NA	1.8	1	0,017	0,000274194	0,001370968	86,5	99,43	7,203830939	67,5	99,26	5,621486571	5,621486571	0,5	0,00520508	0,041640641	0,043011609	8,62	0,0177503	0,146070167	0,836179532	6,84	15,51793882	2,237312692	82,24474849	2.32	14	-30	6.91	705	0.1	0.01	-8,45	-8,45	-6,67	-6,67
CW_118	CW_118	CW3MF10_4_April_2025	S8718	Section_3	CW_3	CW_3_Section_3	CW_3_MF10	MF10	Wetland	CW3S3-3-4	0.60-0.80	0.60-0.80	515F806R	CW3MF10_4	True Sample	T4	T4_0.60-0.80	2025-04-15	Spring	150	65	5,5	118	14281821-007	CW3_MF10	16/04/2025	12	12	680	0,261170145	1	0,00039071	530	0,209663747	130	0,051426957	93	0,036790054	223		1440,00	0,47	2800	1,048607318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3500	4	280	60	27	0,4	0,4	0,8	1,310759148	0,001471844	0,10531094	0,022379978	0,009998317	0,000148123	0,000146354	0,000292707	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	3872,6	372,6	1,450507411	0,139748263	3900	4100	1400	2.5	2.5	5500	5.340		69	0.03	0.01	0.075	17,43910056	17,43910056	0,4	0,007162041	0,007162041	17,83910056	0,319410932	0,319410932	7,556943577	7,556943577	7,956943577	0,142469894	0,142469894	1,1	0,020025487	0,040050974	15,95022046	7,975110229	18,93910056	0,359461906	NA	0.73	1	0,017	0,000274194	0,001370968	30	34,48	2,498438476	13	18,57	1,082656673	1,082656673	57	0,593379138	4,747033104	4,748404072	2,86	0,014014125	0,111764194	0,874221681	1,27	11,26086176	3,165640606	85,57349763	0.43	14	-47	7.09	772	0.2	0.01	-1,34	-1,20	0,25	0,39
CW_119	CW_119	CWinf_5_June_2025	S9050	Section_0	CW_0	CW_0_Section_0	CW_0_INF	INF	INF	NA	NA	INF	515F806R	CWinf_5	True Sample	T5	T5_INF	2025-06-16	Summer	150	65	5	119	14316878-001	INFLOW	17/06/2025	18	88	650	0,249647932	180	0,070327762	800	0,31647358	270	0,106809833	450	0,178016389	720		2350,00	0,64	5700	2,134664898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7600	1500	1700	1800	4000	1200	1300	1700	2,846219864	0,551941652	0,639387848	0,67139935	1,481232116	0,444369635	0,475648949	0,622002472	660	540	400	160	560		39	170	220	20800	13200	7,732201886	4,885982022	24000	9100	5600	75	2.5	15000	26.350		68	0.03	0.01	0.075	0	0	20	0,358102059	0,358102059	20	0,358102059	0,358102059	0	0	20	0,358102059	0,358102059	1,7	0,03094848	0,06189696	11,57090947	5,785454737	21,7	0,419999019	NA	0.78	1	0,017	0,000274194	0,001370968	0	0,00	0	0	0,00	0	0	79	0,822402665	6,57922132	6,580592288	0,42	0,147374058	0,852625942	0	0,42	85,2625942	14,7374058	0	NA	NA	NA	NA	NA	NA	0.01	2,35	7,24	2,35	7,24
CW_120	CW_120	CW1eff_5_June_2025	S9051	Section_5	CW_1	CW_1_Section_5	CW_1_EFF	EFF	EFF	NA	NA	EFF	515F806R	CW1eff_5	True Sample	T5	T5_EFF	2025-06-16	Summer	150	65	5,65	120	14317805-001	CW1_OUT	18/06/2025	11	11	45	0,017283318	0,1	3,9071E-05	38	0,015032495	5,8	0,002294433	3,1	0,001226335	8,9		92,60	0,03	180	0,06741047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0,002	0,01	0,01	0,005	0,001	0,001	0,001	0,002	7,49005E-07	3,67961E-06	3,7611E-06	1,865E-06	3,70308E-07	3,70308E-07	3,65884E-07	7,31768E-07	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	0,032	0,03	1,1893E-05	1,1144E-05	0,042	270	80	2.5	2.5	350	93		46	0.03	0.01	0.075	38,94732459	38,94732459	3,1	0,055505819	0,055505819	42,04732459	0,752861676	0,752861676	20,92692067	20,92692067	24,02692067	0,430204488	0,430204488	1,2	0,021845986	0,043691972	34,46224321	17,2311216	43,24732459	0,796553647	NA	0.28	1	0,017	0,000274194	0,001370968	67	84,81	5,57984593	36	75,00	2,998126171	2,998126171	12	0,124921924	0,99937539	1,000746358	6,38	0,006852138	0,118070028	0,875077834	3,47	12,3906015	1,258401118	86,35099738	3.8	22.8	-78	7.09	705	1	0.01	-6,28	-6,28	-3,37	-3,37
CW_121	CW_121	CW2eff_5_June_2025	S9052	Section_5	CW_2	CW_2_Section_5	CW_2_EFF	EFF	EFF	NA	NA	EFF	515F806R	CW2eff_5	True Sample	T5	T5_EFF	2025-06-16	Summer	150	65	6	121	14317805-002	CW2_OUT	18/06/2025	8,9	9,2	29	0,011138139	0,37	0,000144563	34	0,013450127	7	0,002769144	7,8	0,003085617	14,8		78,17	0,02	95	0,035577748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0,002	0,01	0,01	0,005	0,001	0,001	0,001	0,002	7,49005E-07	3,67961E-06	3,7611E-06	1,865E-06	3,70308E-07	3,70308E-07	3,65884E-07	7,31768E-07	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	0,032	0,03	1,1893E-05	1,1144E-05	0,042	290	210	2.5	2.5	500	78		44	0.03	0.01	0.075	33,71559442	33,71559442	0,9	0,016114593	0,016114593	34,61559442	0,619795782	0,619795782	6,394336873	6,394336873	7,294336873	0,130605853	0,130605853	1,1	0,020025487	0,040050974	30,95034755	15,47517377	35,71559442	0,659846756	NA	0.16	1	0,017	0,000274194	0,001370968	58	73,42	4,830314387	11	34,38	0,916094108	0,916094108	21	0,218613367	1,748906933	1,750277901	5,49	0,007295045	0,112892093	0,879812862	1,09	12,01801154	3,68538666	84,2966018	69	21.5	-89	7.11	625	2	0.01	-5,43	-5,43	-1,03	-1,03
CW_122	CW_122	CW3eff_5_June_2025	S9053	Section_5	CW_3	CW_3_Section_5	CW_3_EFF	EFF	EFF	NA	NA	EFF	515F806R	CW3eff_5	True Sample	T5	T5_EFF	2025-06-16	Summer	150	65	4,5	122	14318701-001	CW3_OUT	19/06/2025	10	11	700	0,26885162	8	0,003125678	640	0,253178864	120	0,047471037	91	0,03599887	211		1559,00	0,53	1800	0,674104705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3100	4	510	100	66	3,7	0,24	0,13	1,160958103	0,001471844	0,191816354	0,037299964	0,02444033	0,00137014	8,78121E-05	4,75649E-05	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	3784,07	684,07	1,417492112	0,256534009	3700	3000	1400	2.5	2.5	4400	5.259		68	0.03	0.01	0.075	24,99604414	24,99604414	1,1	0,019695613	0,019695613	26,09604414	0,467252357	0,467252357	3,487820112	3,487820112	4,587820112	0,082145391	0,082145391	1,1	0,020025487	0,040050974	23,33288361	11,6664418	27,19604414	0,507303331	NA	0.66	1	0,017	0,000274194	0,001370968	43	54,43	3,581095149	6	14,29	0,499687695	0,499687695	36	0,374765771	2,998126171	2,999497139	4,09	0,00979625	0,114287382	0,875916368	0,62	13,20911672	6,440263789	80,35061949	0.42	21.7	-63	7.12	809	0.2	0.01	-2,89	-2,63	0,58	0,83
CW_123	CW_123	CW1MF01_5_June_2025	S9054	Section_1	CW_1	CW_1_Section_1	CW_1_MF01	MF01	Wetland	CW1S1-1	0.15-0.30	0.15-0.30	515F806R	CW1MF01_5	True Sample	T5	T5_0.15-0.30	2025-06-16	Summer	150	65	10,95	123	14316880-001	CW1_MF01	17/06/2025	12	12	500	0,192036871	1	0,00039071	310	0,122633512	75	0,029669398	50	0,019779599	125		942,00	0,32	2300	0,861356012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2200	2	2	0,18	0,16	0,03	0,02	0,002	0,82390575	0,000735922	0,000752221	6,71399E-05	5,92493E-05	1,11092E-05	7,31768E-06	7,31768E-07	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	2204,392	4,392	0,825539441	0,001633691	2200	3100	230	2.5	2.5	3400	3.142		70	0.03	0.01	0.075	33,71559442	33,71559442	5	0,089525515	0,089525515	38,71559442	0,693206704	0,693206704	33,71559442	33,71559442	38,71559442	0,693206704	0,693206704	1,8	0,032768979	0,065537957	21,15435792	10,57717896	40,51559442	0,758744661	NA	0.49	1	0,017	0,000274194	0,001370968	58	73,42	4,830314387	58	73,42	4,830314387	4,830314387	21	0,218613367	1,748906933	1,750277901	5,59	0,011726116	0,124029232	0,864244651	5,59	12,40292325	1,172611648	86,4244651	3.5	22.1	-77	7.08	809	0.2	0.01	-4,41	-4,41	-4,41	-4,41
CW_124	CW_124	CW1MF02_5_June_2025	S9055	Section_1	CW_1	CW_1_Section_1	CW_1_MF02	MF02	Wetland	CW1S1-3-4	0.60-0.80	0.60-0.80	515F806R	CW1MF02_5	True Sample	T5	T5_0.60-0.80	2025-06-16	Summer	150	65	4,3	124	14316880-002	CW1_MF02	17/06/2025	12	12	630	0,241966458	43	0,016800521	610	0,241311105	210	0,083074315	140	0,055382877	350		1633,00	0,50	3400	1,273308887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3600	4	300	74	45	6,3	1	0,89	1,348209409	0,001471844	0,11283315	0,027601973	0,016663861	0,002332941	0,000365884	0,000325637	0,01	0,01	0,002	0,001	0,001		0,002	0,001	0,001	4031,19	431,19	1,509804699	0,16159529	4000	5100	1800	2.5	2.5	7000	5.633		72	0.03	0.01	0.075	11,04476369	11,04476369	0,02	0,000358102	0,000358102	11,06476369	0,198115733	0,198115733	11,04476369	11,04476369	11,06476369	0,198115733	0,198115733	0,8	0,014563991	0,029127981	13,60312152	6,801560759	11,86476369	0,227243714	NA	0.81	1	0,017	0,000274194	0,001370968	19	24,05	1,582344368	19	24,05	1,582344368	1,582344368	60	0,624609619	4,996876952	4,99824792	1,81	0,01609647	0,109481122	0,874422408	1,81	10,94811217	1,609647044	87,44224079	0.26	20.9	-11	7.2	1041	0.2	0.01	-0,04	0,13	-0,04	0,13
