nrow	ptw
1317	ko00520
1477	ko00520
1489	ko00520
1538	ko00520
1540	ko00520
1603	ko00520
1605	ko00520
1606	ko00520
1608	ko00520
1623	ko00520
1624	ko00520
1648	ko00520
1649	ko00520
1653	ko00520
1666	ko00520
2152	ko00520
2246	ko00520
2247	ko00520
2248	ko00520
2335	ko00520
2525	ko00520
2526	ko00520
2527	ko00520
2535	ko00520
2536	ko00520
2537	ko00520
2545	ko00520
2546	ko00520
2547	ko00520
2548	ko00520
2549	ko00520
2550	ko00520
2554	ko00520
2555	ko00520
2556	ko00520
3164	ko00520
3764	ko00520
4963	ko00520
4964	ko00520
5685	ko00520
6418	ko00520
6659	ko00520
6663	ko00520
7349	ko00520
7599	ko00520
7608	ko00520
8196	ko00520
8197	ko00520
9500	ko00520
9501	ko00520
9535	ko00520
10652	ko00520
10653	ko00520
10986	ko00520
11825	ko00520
11859	ko00520
11861	ko00520
11897	ko00520
11898	ko00520
11899	ko00520
11900	ko00520
11901	ko00520
11902	ko00520
11903	ko00520
11904	ko00520
11905	ko00520
11906	ko00520
12443	ko00520
12447	ko00520
12448	ko00520
12449	ko00520
12450	ko00520
12451	ko00520
12452	ko00520
12453	ko00520
12801	ko00520
12803	ko00520
13062	ko00520
13223	ko00520
13379	ko00520
15063	ko00520
15064	ko00520
15137	ko00520
15138	ko00520
15139	ko00520
15140	ko00520
15171	ko00520
15172	ko00520
15173	ko00520
15174	ko00520
15175	ko00520
15176	ko00520
15184	ko00520
15186	ko00520
15187	ko00520
15190	ko00520
15193	ko00520
15194	ko00520
15283	ko00520
15458	ko00520
16142	ko00520
16575	ko00520
16791	ko00520
17013	ko00520
17502	ko00520
17503	ko00520
17504	ko00520
17722	ko00520
17723	ko00520
17724	ko00520
18583	ko00520
19063	ko00520
19064	ko00520
19065	ko00520
19494	ko00520
19786	ko00520
20594	ko00520
21075	ko00520
21091	ko00520
21108	ko00520
10	ko00521
64	ko00521
746	ko00521
747	ko00521
869	ko00521
974	ko00521
1539	ko00521
1607	ko00521
1648	ko00521
1670	ko00521
4045	ko00521
4046	ko00521
4047	ko00521
4048	ko00521
5555	ko00521
11859	ko00521
12020	ko00521
15063	ko00521
10290	ko00522
12747	ko00522
13744	ko00522
13745	ko00522
13746	ko00522
13747	ko00522
13748	ko00522
13749	ko00522
13750	ko00522
13751	ko00522
13752	ko00522
13753	ko00522
15260	ko00522
15261	ko00522
15262	ko00522
15263	ko00522
15264	ko00522
15265	ko00522
15266	ko00522
15267	ko00522
15268	ko00522
15269	ko00522
15270	ko00522
15271	ko00522
15272	ko00522
15273	ko00522
15274	ko00522
15275	ko00522
15276	ko00522
15277	ko00522
15278	ko00522
15279	ko00522
15280	ko00522
15281	ko00522
15282	ko00522
18649	ko00522
64	ko00523
869	ko00523
1539	ko00523
1607	ko00523
11902	ko00523
12158	ko00523
12734	ko00523
12735	ko00523
12736	ko00523
12737	ko00523
12738	ko00523
12739	ko00523
12740	ko00523
12741	ko00523
12742	ko00523
12743	ko00523
12744	ko00523
12745	ko00523
12746	ko00523
12748	ko00523
12749	ko00523
12750	ko00523
12751	ko00523
12752	ko00523
12753	ko00523
12754	ko00523
15703	ko00523
15704	ko00523
15706	ko00523
16703	ko00523
17021	ko00523
18198	ko00523
18603	ko00523
18802	ko00523
18803	ko00523
18804	ko00523
18805	ko00523
18806	ko00523
18807	ko00523
18808	ko00523
19623	ko00523
19624	ko00523
19625	ko00523
19626	ko00523
19627	ko00523
20224	ko00523
20225	ko00523
20226	ko00523
20227	ko00523
20228	ko00523
20229	ko00523
20230	ko00523
20231	ko00523
20232	ko00523
20233	ko00523
20234	ko00523
20235	ko00523
746	ko00524
747	ko00524
11859	ko00524
12964	ko00524
12965	ko00524
12966	ko00524
12967	ko00524
12968	ko00524
12969	ko00524
12970	ko00524
12971	ko00524
12972	ko00524
12973	ko00524
12974	ko00524
12975	ko00524
12977	ko00524
12978	ko00524
12979	ko00524
12980	ko00524
12981	ko00524
12982	ko00524
16264	ko00524
19099	ko00524
19511	ko00524
19512	ko00524
19513	ko00524
19514	ko00524
19515	ko00524
19516	ko00524
19517	ko00524
19518	ko00524
19519	ko00524
19520	ko00524
19521	ko00524
19522	ko00524
19523	ko00524
19524	ko00524
19525	ko00524
19526	ko00524
19527	ko00524
19528	ko00524
19529	ko00524
19530	ko00524
19531	ko00524
19532	ko00524
19533	ko00524
19534	ko00524
19535	ko00524
19536	ko00524
19537	ko00524
19538	ko00524
19539	ko00524
19540	ko00524
19541	ko00524
19542	ko00524
19543	ko00524
19544	ko00524
869	ko00525
1539	ko00525
18918	ko00525
18923	ko00525
18927	ko00525
18928	ko00525
19371	ko00525
19372	ko00525
19373	ko00525
19374	ko00525
19375	ko00525
19377	ko00525
19378	ko00525
19379	ko00525
19380	ko00525
19381	ko00525
19382	ko00525
19383	ko00525
19384	ko00525
19385	ko00525
19386	ko00525
19387	ko00525
19388	ko00525
19389	ko00525
19390	ko00525
19974	ko00525
1013	ko00531
1016	ko00531
1017	ko00531
1018	ko00531
1071	ko00531
1073	ko00531
1081	ko00531
1083	ko00531
1092	ko00531
1413	ko00531
7496	ko00531
7497	ko00531
10009	ko00531
11761	ko00531
11825	ko00531
646	ko00532
647	ko00532
658	ko00532
659	ko00532
681	ko00532
909	ko00532
911	ko00532
1611	ko00532
2935	ko00532
3153	ko00532
4433	ko00532
4434	ko00532
7322	ko00532
7633	ko00532
7634	ko00532
9643	ko00532
12918	ko00532
12919	ko00532
633	ko00533
653	ko00533
689	ko00533
690	ko00533
913	ko00533
3106	ko00533
4436	ko00533
4437	ko00533
7498	ko00533
7499	ko00533
7500	ko00533
7501	ko00533
9158	ko00533
9165	ko00533
646	ko00534
647	ko00534
681	ko00534
915	ko00534
1610	ko00534
2141	ko00534
2142	ko00534
2143	ko00534
2144	ko00534
2145	ko00534
2287	ko00534
2288	ko00534
2347	ko00534
2348	ko00534
2349	ko00534
2350	ko00534
7351	ko00534
7352	ko00534
7630	ko00534
7631	ko00534
7632	ko00534
9643	ko00534
596	ko00540
660	ko00540
812	ko00540
875	ko00540
1467	ko00540
2291	ko00540
2300	ko00540
2307	ko00540
2308	ko00540
2331	ko00540
2588	ko00540
2589	ko00540
2591	ko00540
2592	ko00540
2594	ko00540
2595	ko00540
2596	ko00540
2597	ko00540
3009	ko00540
3010	ko00540
3011	ko00540
3012	ko00540
3013	ko00540
3014	ko00540
3015	ko00540
3016	ko00540
3017	ko00540
3018	ko00540
3019	ko00540
3020	ko00540
5611	ko00540
6589	ko00540
10670	ko00540
12408	ko00540
12414	ko00540
14954	ko00540
15631	ko00540
18351	ko00540
20242	ko00540
20243	ko00540
72	ko00550
606	ko00550
699	ko00550
789	ko00550
895	ko00550
1722	ko00550
1725	ko00550
1726	ko00550
1728	ko00550
1729	ko00550
2317	ko00550
2334	ko00550
3317	ko00550
3420	ko00550
3540	ko00550
4177	ko00550
4998	ko00550
4999	ko00550
5000	ko00550
5001	ko00550
5002	ko00550
5003	ko00550
5146	ko00550
5719	ko00550
6811	ko00550
6812	ko00550
6813	ko00550
7903	ko00550
8240	ko00550
11148	ko00550
11149	ko00550
11150	ko00550
12001	ko00550
12002	ko00550
12003	ko00550
12004	ko00550
12005	ko00550
12006	ko00550
15076	ko00550
17223	ko00550
17817	ko00550
17908	ko00550
18300	ko00550
20362	ko00550
20363	ko00550
20364	ko00550
20367	ko00550
2	ko00561
5	ko00561
11	ko00561
82	ko00561
120	ko00561
139	ko00561
552	ko00561
553	ko00561
554	ko00561
558	ko00561
575	ko00561
598	ko00561
765	ko00561
766	ko00561
767	ko00561
801	ko00561
930	ko00561
938	ko00561
943	ko00561
963	ko00561
1065	ko00561
3162	ko00561
3351	ko00561
3442	ko00561
5506	ko00561
5507	ko00561
5509	ko00561
5683	ko00561
5684	ko00561
5685	ko00561
5686	ko00561
5687	ko00561
5688	ko00561
5689	ko00561
6587	ko00561
6958	ko00561
6959	ko00561
8109	ko00561
8974	ko00561
9370	ko00561
10618	ko00561
10623	ko00561
10987	ko00561
11750	ko00561
12925	ko00561
12926	ko00561
12927	ko00561
12928	ko00561
12932	ko00561
12936	ko00561
12937	ko00561
12941	ko00561
12952	ko00561
13091	ko00561
13484	ko00561
13485	ko00561
13486	ko00561
13487	ko00561
13496	ko00561
13829	ko00561
13833	ko00561
13834	ko00561
13835	ko00561
14045	ko00561
14046	ko00561
15013	ko00561
15191	ko00561
16079	ko00561
16974	ko00561
17171	ko00561
17740	ko00561
17896	ko00561
18020	ko00561
18021	ko00561
18022	ko00561
18023	ko00561
18025	ko00561
18973	ko00561
20260	ko00561
21074	ko00561
21099	ko00561
21100	ko00561
10	ko00562
131	ko00562
408	ko00562
790	ko00562
791	ko00562
811	ko00562
813	ko00562
814	ko00562
815	ko00562
820	ko00562
821	ko00562
822	ko00562
823	ko00562
894	ko00562
966	ko00562
974	ko00562
975	ko00562
981	ko00562
987	ko00562
988	ko00562
989	ko00562
990	ko00562
991	ko00562
995	ko00562
997	ko00562
1587	ko00562
1592	ko00562
1618	ko00562
1670	ko00562
2827	ko00562
2846	ko00562
3073	ko00562
3074	ko00562
3075	ko00562
3076	ko00562
3077	ko00562
5485	ko00562
5486	ko00562
5487	ko00562
5488	ko00562
5489	ko00562
6169	ko00562
6834	ko00562
6844	ko00562
9536	ko00562
10049	ko00562
13124	ko00562
13125	ko00562
14710	ko00562
15044	ko00562
15183	ko00562
15315	ko00562
15316	ko00562
15883	ko00562
17155	ko00562
17156	ko00562
17157	ko00562
17160	ko00562
17696	ko00562
18024	ko00562
18468	ko00562
18737	ko00562
18750	ko00562
19225	ko00562
19226	ko00562
20191	ko00562
20204	ko00562
20641	ko00562
20642	ko00562
21053	ko00562
21054	ko00562
21055	ko00562
21056	ko00562
1008	ko00563
3167	ko00563
3583	ko00563
3584	ko00563
3585	ko00563
3586	ko00563
3587	ko00563
4943	ko00563
4944	ko00563
4945	ko00563
4946	ko00563
4947	ko00563
4948	ko00563
4949	ko00563
4950	ko00563
4951	ko00563
4952	ko00563
4953	ko00563
4954	ko00563
4969	ko00563
7091	ko00563
7092	ko00563
7626	ko00563
9152	ko00563
10464	ko00563
10465	ko00563
6	ko00564
54	ko00564
91	ko00564
100	ko00564
105	ko00564
106	ko00564
107	ko00564
479	ko00564
480	ko00564
499	ko00564
546	ko00564
552	ko00564
553	ko00564
554	ko00564
569	ko00564
570	ko00564
575	ko00564
768	ko00564
795	ko00564
801	ko00564
863	ko00564
864	ko00564
876	ko00564
877	ko00564
888	ko00564
889	ko00564
890	ko00564
893	ko00564
894	ko00564
899	ko00564
931	ko00564
932	ko00564
933	ko00564
942	ko00564
963	ko00564
976	ko00564
977	ko00564
978	ko00564
995	ko00564
996	ko00564
1007	ko00564
1373	ko00564
1377	ko00564
1454	ko00564
3351	ko00564
3462	ko00564
3463	ko00564
3741	ko00564
5536	ko00564
5542	ko00564
5690	ko00564
5691	ko00564
5695	ko00564
5696	ko00564
5697	ko00564
5698	ko00564
5699	ko00564
6587	ko00564
8109	ko00564
8245	ko00564
8246	ko00564
8260	ko00564
12755	ko00564
12925	ko00564
12926	ko00564
12927	ko00564
12928	ko00564
12929	ko00564
12930	ko00564
12931	ko00564
12932	ko00564
12933	ko00564
12934	ko00564
12935	ko00564
12936	ko00564
12937	ko00564
12941	ko00564
12953	ko00564
13035	ko00564
13036	ko00564
13037	ko00564
13058	ko00564
13567	ko00564
13664	ko00564
13993	ko00564
14045	ko00564
14047	ko00564
15013	ko00564
15610	ko00564
15611	ko00564
15636	ko00564
15637	ko00564
15883	ko00564
16080	ko00564
16081	ko00564
16123	ko00564
16288	ko00564
16289	ko00564
16290	ko00564
16792	ko00564
16904	ko00564
17740	ko00564
17741	ko00564
17742	ko00564
17743	ko00564
17744	ko00564
18025	ko00564
18615	ko00564
18616	ko00564
21205	ko00564
711	ko00565
888	ko00565
889	ko00565
910	ko00565
931	ko00565
942	ko00565
946	ko00565
963	ko00565
995	ko00565
996	ko00565
1003	ko00565
4321	ko00565
5690	ko00565
8259	ko00565
12929	ko00565
12931	ko00565
12937	ko00565
13058	ko00565
13993	ko00565
14045	ko00565
15610	ko00565
15611	ko00565
15883	ko00565
16057	ko00565
16058	ko00565
16080	ko00565
16123	ko00565
16792	ko00565
17622	ko00565
21203	ko00565
7780	ko00571
10846	ko00571
13082	ko00571
13083	ko00571
13085	ko00571
13100	ko00571
13713	ko00571
13715	ko00571
13717	ko00571
13718	ko00571
15911	ko00571
15912	ko00571
21127	ko00571
76	ko00590
77	ko00590
80	ko00590
375	ko00590
398	ko00590
400	ko00590
401	ko00590
445	ko00590
715	ko00590
931	ko00590
942	ko00590
1125	ko00590
1643	ko00590
1644	ko00590
1645	ko00590
3817	ko00590
3836	ko00590
4968	ko00590
6964	ko00590
6965	ko00590
6967	ko00590
6970	ko00590
6974	ko00590
6977	ko00590
7552	ko00590
7553	ko00590
8242	ko00590
11440	ko00590
13993	ko00590
14045	ko00590
15002	ko00590
15014	ko00590
15015	ko00590
15610	ko00590
15611	ko00590
16080	ko00590
16762	ko00590
16784	ko00590
16793	ko00590
16794	ko00590
16796	ko00590
16801	ko00590
16802	ko00590
17639	ko00590
18264	ko00590
394	ko00591
400	ko00591
444	ko00591
931	ko00591
942	ko00591
6961	ko00591
6965	ko00591
6967	ko00591
6970	ko00591
6976	ko00591
7786	ko00591
13993	ko00591
14045	ko00591
15003	ko00591
15610	ko00591
15611	ko00591
16080	ko00591
16764	ko00591
16793	ko00591
16794	ko00591
16796	ko00591
16936	ko00591
16937	ko00591
16938	ko00591
20639	ko00591
209	ko00592
394	ko00592
555	ko00592
931	ko00592
942	ko00592
1549	ko00592
5515	ko00592
7064	ko00592
7766	ko00592
9710	ko00592
10002	ko00592
10003	ko00592
10004	ko00592
10005	ko00592
10006	ko00592
13993	ko00592
14045	ko00592
15610	ko00592
15611	ko00592
16080	ko00592
16081	ko00592
17902	ko00592
17903	ko00592
21205	ko00592
574	ko00600
636	ko00600
910	ko00600
963	ko00600
998	ko00600
1004	ko00600
1011	ko00600
1015	ko00600
1062	ko00600
1065	ko00600
1066	ko00600
1077	ko00600
1078	ko00600
1307	ko00600
1473	ko00600
4321	ko00600
4399	ko00600
4400	ko00600
4401	ko00600
4402	ko00600
4403	ko00600
4404	ko00600
4405	ko00600
4406	ko00600
4407	ko00600
4408	ko00600
4409	ko00600
5476	ko00600
6958	ko00600
6959	ko00600
7102	ko00600
11761	ko00600
11800	ko00600
11801	ko00600
11802	ko00600
11803	ko00600
11804	ko00600
11805	ko00600
11806	ko00600
11809	ko00600
16293	ko00600
626	ko00601
632	ko00601
634	ko00601
635	ko00601
653	ko00601
654	ko00601
655	ko00601
690	ko00601
1771	ko00601
3109	ko00601
3224	ko00601
3392	ko00601
3492	ko00601
3518	ko00601
3600	ko00601
7176	ko00601
7177	ko00601
7178	ko00601
7179	ko00601
7361	ko00601
7362	ko00601
7498	ko00601
7499	ko00601
7500	ko00601
7501	ko00601
7502	ko00601
7503	ko00601
634	ko00603
635	ko00603
638	ko00603
689	ko00603
1065	ko00603
1080	ko00603
1771	ko00603
3106	ko00603
3109	ko00603
3392	ko00603
3600	ko00603
6958	ko00603
6959	ko00603
11825	ko00603
19681	ko00603
631	ko00604
639	ko00604
689	ko00604
3106	ko00604
3107	ko00604
3108	ko00604
3109	ko00604
3110	ko00604
3111	ko00604
3112	ko00604
3113	ko00604
3114	ko00604
11761	ko00604
11825	ko00604
16	ko00620
23	ko00620
24	ko00620
25	ko00620
26	ko00620
27	ko00620
28	ko00620
47	ko00620
49	ko00620
86	ko00620
96	ko00620
97	ko00620
110	ko00620
120	ko00620
124	ko00620
129	ko00620
139	ko00620
145	ko00620
147	ko00620
148	ko00620
149	ko00620
150	ko00620
154	ko00620
155	ko00620
156	ko00620
157	ko00620
158	ko00620
159	ko00620
219	ko00620
220	ko00620
221	ko00620
222	ko00620
336	ko00620
407	ko00620
548	ko00620
549	ko00620
550	ko00620
576	ko00620
775	ko00620
825	ko00620
898	ko00620
900	ko00620
901	ko00620
917	ko00620
951	ko00620
953	ko00620
1369	ko00620
1417	ko00620
1418	ko00620
1419	ko00620
1441	ko00620
1442	ko00620
1451	ko00620
1476	ko00620
1486	ko00620
1490	ko00620
1509	ko00620
1510	ko00620
1511	ko00620
1512	ko00620
1581	ko00620
1698	ko00620
1706	ko00620
1714	ko00620
1743	ko00620
1754	ko00620
1755	ko00620
1756	ko00620
1757	ko00620
1758	ko00620
1759	ko00620
1937	ko00620
2365	ko00620
3464	ko00620
3503	ko00620
3504	ko00620
3742	ko00620
3743	ko00620
3793	ko00620
3794	ko00620
5154	ko00620
6801	ko00620
10441	ko00620
10721	ko00620
10722	ko00620
11858	ko00620
12405	ko00620
13201	ko00620
13496	ko00620
14319	ko00620
16815	ko00620
17192	ko00620
17439	ko00620
17545	ko00620
17917	ko00620
18266	ko00620
19317	ko00620
20484	ko00620
21034	ko00620
21035	ko00620
21047	ko00620
21189	ko00620
402	ko00621
418	ko00621
1457	ko00621
1500	ko00621
1635	ko00621
2326	ko00621
3794	ko00621
8206	ko00621
8207	ko00621
9706	ko00621
13971	ko00621
13972	ko00621
15034	ko00621
15035	ko00621
15036	ko00621
15037	ko00621
15038	ko00621
15039	ko00621
15040	ko00621
15041	ko00621
17161	ko00621
17162	ko00621
17437	ko00621
17438	ko00621
17439	ko00621
21483	ko00621
21484	ko00621
21485	ko00621
21522	ko00621
21523	ko00621
21524	ko00621
53	ko00622
132	ko00622
387	ko00622
1457	ko00622
1500	ko00622
1635	ko00622
2326	ko00622
3794	ko00622
5180	ko00622
5181	ko00622
5411	ko00622
5412	ko00622
6661	ko00622
9700	ko00622
9701	ko00622
10093	ko00622
10094	ko00622
10095	ko00622
10096	ko00622
10097	ko00622
10098	ko00622
10099	ko00622
10100	ko00622
10178	ko00622
15042	ko00622
15043	ko00622
15538	ko00622
15571	ko00622
15572	ko00622
17301	ko00622
17366	ko00622
17437	ko00622
17438	ko00622
17439	ko00622
53	ko00623
132	ko00623
196	ko00623
945	ko00623
1668	ko00623
1672	ko00623
3008	ko00623
3118	ko00623
3119	ko00623
5425	ko00623
7090	ko00623
7093	ko00623
7094	ko00623
7095	ko00623
7096	ko00623
7097	ko00623
7098	ko00623
7099	ko00623
7100	ko00623
15042	ko00623
15043	ko00623
15045	ko00623
15046	ko00623
15047	ko00623
15048	ko00623
15049	ko00623
15050	ko00623
15051	ko00623
15052	ko00623
15053	ko00623
15054	ko00623
15510	ko00623
15511	ko00623
15512	ko00623
15513	ko00623
15514	ko00623
15517	ko00623
15536	ko00623
15537	ko00623
17163	ko00623
17164	ko00623
18580	ko00623
18581	ko00623
19146	ko00623
19147	ko00623
19165	ko00623
388	ko00624
389	ko00624
418	ko00624
3820	ko00624
3821	ko00624
3822	ko00624
11398	ko00624
11399	ko00624
11400	ko00624
11401	ko00624
11402	ko00624
11403	ko00624
11404	ko00624
13950	ko00624
13951	ko00624
13952	ko00624
13953	ko00624
13954	ko00624
13971	ko00624
13972	ko00624
13973	ko00624
13974	ko00624
13975	ko00624
13976	ko00624
15537	ko00624
17141	ko00624
17142	ko00624
17143	ko00624
17148	ko00624
17149	ko00624
17150	ko00624
17151	ko00624
17324	ko00624
17325	ko00624
17326	ko00624
17327	ko00624
17328	ko00624
17329	ko00624
17330	ko00624
17348	ko00624
18083	ko00624
1	ko00625
108	ko00625
113	ko00625
120	ko00625
138	ko00625
465	ko00625
1409	ko00625
1410	ko00625
1412	ko00625
2357	ko00625
2359	ko00625
2362	ko00625
3008	ko00625
3793	ko00625
8242	ko00625
13365	ko00625
13366	ko00625
13440	ko00625
13441	ko00625
13797	ko00625
13798	ko00625
13799	ko00625
13800	ko00625
15536	ko00625
16255	ko00625
16256	ko00625
16258	ko00625
17163	ko00625
17164	ko00625
19570	ko00625
20513	ko00625
20514	ko00625
21169	ko00625
21170	ko00625
21171	ko00625
21172	ko00625
21173	ko00625
21174	ko00625
21175	ko00625
21176	ko00625
21177	ko00625
21178	ko00625
21179	ko00625
1	ko00626
113	ko00626
142	ko00626
418	ko00626
1504	ko00626
3793	ko00626
13365	ko00626
13366	ko00626
13950	ko00626
13951	ko00626
13952	ko00626
13953	ko00626
13954	ko00626
13955	ko00626
13956	ko00626
13957	ko00626
13958	ko00626
14853	ko00626
14854	ko00626
14855	ko00626
14856	ko00626
14857	ko00626
14858	ko00626
14859	ko00626
14860	ko00626
14861	ko00626
17315	ko00626
17316	ko00626
18907	ko00626
132	ko00627
429	ko00627
923	ko00627
924	ko00627
983	ko00627
1292	ko00627
1362	ko00627
1369	ko00627
1422	ko00627
1453	ko00627
1523	ko00627
1548	ko00627
1600	ko00627
1673	ko00627
2928	ko00627
3118	ko00627
3588	ko00627
3589	ko00627
3819	ko00627
3820	ko00627
3821	ko00627
3824	ko00627
3825	ko00627
3826	ko00627
3827	ko00627
3828	ko00627
5229	ko00627
5230	ko00627
7062	ko00627
7065	ko00627
7066	ko00627
7366	ko00627
7818	ko00627
8955	ko00627
9699	ko00627
9703	ko00627
9705	ko00627
10770	ko00627
13711	ko00627
13716	ko00627
13950	ko00627
13951	ko00627
13952	ko00627
13953	ko00627
14349	ko00627
14350	ko00627
14351	ko00627
14352	ko00627
14353	ko00627
14354	ko00627
14355	ko00627
14356	ko00627
14357	ko00627
14358	ko00627
14359	ko00627
14360	ko00627
14361	ko00627
15507	ko00627
15587	ko00627
15588	ko00627
17321	ko00627
17322	ko00627
17588	ko00627
18660	ko00627
19405	ko00627
19657	ko00627
19751	ko00627
19928	ko00627
20570	ko00627
20571	ko00627
20572	ko00627
20604	ko00627
20646	ko00627
15	ko00630
17	ko00630
22	ko00630
23	ko00630
24	ko00630
25	ko00630
41	ko00630
46	ko00630
47	ko00630
48	ko00630
86	ko00630
99	ko00630
114	ko00630
115	ko00630
116	ko00630
118	ko00630
119	ko00630
251	ko00630
252	ko00630
253	ko00630
254	ko00630
336	ko00630
526	ko00630
531	ko00630
549	ko00630
735	ko00630
767	ko00630
973	ko00630
1298	ko00630
1299	ko00630
1315	ko00630
1319	ko00630
1322	ko00630
1416	ko00630
1423	ko00630
1446	ko00630
1447	ko00630
1449	ko00630
1465	ko00630
1475	ko00630
1476	ko00630
1484	ko00630
1513	ko00630
1514	ko00630
1630	ko00630
1658	ko00630
1659	ko00630
1660	ko00630
1661	ko00630
1698	ko00630
1714	ko00630
1716	ko00630
1760	ko00630
1761	ko00630
1762	ko00630
2211	ko00630
3152	ko00630
3505	ko00630
3506	ko00630
3507	ko00630
4519	ko00630
5236	ko00630
6687	ko00630
6800	ko00630
6801	ko00630
8208	ko00630
8209	ko00630
10722	ko00630
10930	ko00630
10931	ko00630
10975	ko00630
10987	ko00630
12405	ko00630
13478	ko00630
13647	ko00630
13655	ko00630
13824	ko00630
13825	ko00630
13826	ko00630
13827	ko00630
13828	ko00630
14331	ko00630
14332	ko00630
15170	ko00630
15191	ko00630
15192	ko00630
16939	ko00630
17195	ko00630
17197	ko00630
17545	ko00630
18268	ko00630
18269	ko00630
18280	ko00630
18281	ko00630
18282	ko00630
18310	ko00630
20959	ko00630
21046	ko00630
21328	ko00630
21381	ko00630
154	ko00633
155	ko00633
156	ko00633
157	ko00633
177	ko00633
179	ko00633
545	ko00633
5844	ko00633
5845	ko00633
10155	ko00633
10156	ko00633
10157	ko00633
10642	ko00633
10643	ko00633
13950	ko00633
13951	ko00633
13952	ko00633
13953	ko00633
20528	ko00633
5	ko00640
16	ko00640
46	ko00640
82	ko00640
131	ko00640
152	ko00640
153	ko00640
154	ko00640
155	ko00640
156	ko00640
157	ko00640
224	ko00640
336	ko00640
548	ko00640
549	ko00640
576	ko00640
729	ko00640
730	ko00640
825	ko00640
832	ko00640
917	ko00640
923	ko00640
924	ko00640
1420	ko00640
1424	ko00640
1494	ko00640
1514	ko00640
1523	ko00640
1530	ko00640
1547	ko00640
1560	ko00640
1601	ko00640
1639	ko00640
1659	ko00640
1660	ko00640
1661	ko00640
1698	ko00640
1701	ko00640
1702	ko00640
1703	ko00640
1704	ko00640
1706	ko00640
1709	ko00640
1743	ko00640
1757	ko00640
1758	ko00640
1759	ko00640
1760	ko00640
1761	ko00640
1762	ko00640
1937	ko00640
3150	ko00640
3151	ko00640
5235	ko00640
5236	ko00640
6803	ko00640
7062	ko00640
7065	ko00640
7066	ko00640
7848	ko00640
9191	ko00640
9279	ko00640
10721	ko00640
10722	ko00640
10723	ko00640
10840	ko00640
12942	ko00640
13201	ko00640
13331	ko00640
13332	ko00640
13333	ko00640
13334	ko00640
13335	ko00640
13845	ko00640
14319	ko00640
14331	ko00640
14332	ko00640
16567	ko00640
16568	ko00640
16815	ko00640
17297	ko00640
17298	ko00640
17299	ko00640
17300	ko00640
17442	ko00640
17443	ko00640
17444	ko00640
17445	ko00640
17455	ko00640
17499	ko00640
17544	ko00640
17545	ko00640
18310	ko00640
18648	ko00640
18660	ko00640
18696	ko00640
19090	ko00640
19402	ko00640
19571	ko00640
19572	ko00640
21037	ko00640
21047	ko00640
21381	ko00640
555	ko00642
10176	ko00642
10177	ko00642
13950	ko00642
13951	ko00642
13952	ko00642
13953	ko00642
14116	ko00642
14117	ko00642
14118	ko00642
14119	ko00642
14120	ko00642
14121	ko00642
16236	ko00642
16237	ko00642
17166	ko00642
136	ko00643
387	ko00643
391	ko00643
917	ko00643
925	ko00643
926	ko00643
1292	ko00643
1362	ko00643
1363	ko00643
1405	ko00643
1548	ko00643
1615	ko00643
6661	ko00643
9700	ko00643
9914	ko00643
9915	ko00643
10043	ko00643
13857	ko00643
13858	ko00643
15440	ko00643
15537	ko00643
17385	ko00643
19571	ko00643
19572	ko00643
19751	ko00643
4	ko00650
18	ko00650
21	ko00650
22	ko00650
42	ko00650
71	ko00650
95	ko00650
104	ko00650
124	ko00650
127	ko00650
130	ko00650
154	ko00650
155	ko00650
156	ko00650
157	ko00650
158	ko00650
159	ko00650
188	ko00650
214	ko00650
215	ko00650
216	ko00650
217	ko00650
219	ko00650
220	ko00650
221	ko00650
222	ko00650
223	ko00650
549	ko00650
557	ko00650
576	ko00650
730	ko00650
829	ko00650
918	ko00650
919	ko00650
920	ko00650
923	ko00650
924	ko00650
925	ko00650
926	ko00650
1421	ko00650
1426	ko00650
1455	ko00650
1478	ko00650
1479	ko00650
1487	ko00650
1488	ko00650
1523	ko00650
1544	ko00650
1601	ko00650
1614	ko00650
1639	ko00650
1699	ko00650
1708	ko00650
3104	ko00650
3464	ko00650
3547	ko00650
3793	ko00650
3794	ko00650
5564	ko00650
6800	ko00650
6803	ko00650
7062	ko00650
7065	ko00650
7066	ko00650
7067	ko00650
7069	ko00650
7841	ko00650
7847	ko00650
10717	ko00650
12942	ko00650
13652	ko00650
13908	ko00650
16132	ko00650
16835	ko00650
16903	ko00650
16939	ko00650
17083	ko00650
17192	ko00650
17193	ko00650
17194	ko00650
17195	ko00650
17196	ko00650
17439	ko00650
17904	ko00650
17905	ko00650
18660	ko00650
20216	ko00650
20217	ko00650
20218	ko00650
20219	ko00650
20220	ko00650
20221	ko00650
50	ko00660
1421	ko00660
1487	ko00660
1488	ko00660
1532	ko00660
1533	ko00660
1658	ko00660
1703	ko00660
1704	ko00660
4519	ko00660
8208	ko00660
8516	ko00660
9702	ko00660
10717	ko00660
13827	ko00660
13848	ko00660
13849	ko00660
16799	ko00660
17361	ko00660
17362	ko00660
17363	ko00660
17364	ko00660
17365	ko00660
18268	ko00660
18281	ko00660
20829	ko00660
20830	ko00660
20831	ko00660
20832	ko00660
257	ko00670
258	ko00670
259	ko00670
263	ko00670
265	ko00670
477	ko00670
489	ko00670
526	ko00670
527	ko00670
528	ko00670
529	ko00670
530	ko00670
531	ko00670
1299	ko00670
1353	ko00670
1354	ko00670
